,title,pages-count,date-published,bestsellers-rank,rating,rating-count,author,back-type,price-ILS,width,height,thickness,weight,Contemporary Fiction,Children's Fiction,Children's General Story Books,Adventure Books for Kids,Fantasy Books,Fantasy,Classic Books & Novels,Fantasy Books for Kids,Animal Stories,Sci Fi Books for Kids,Personal Development,Funny Books for Kids,Popular Psychology,Family,"Mind, Body, Spirit: Thought & Practice",Science Fiction,Activity Books,Picture Books,"Assertiveness, Motivation & Self-esteem",Classic Books for Children,Crime,Crime Fiction,Historical Fiction,Graphic Novels: Manga,Romance Books,Romance,Storybooks,Advice On Careers & Achieving Success,Memoirs,Thriller Books,Thrillers,Early Learning,Romance Books for Teenagers,Adventure Books,Biography: General,Funny Books & Stories,Psychology,Family & Relationships,Adult & Contemporary Romance,"Mind, Body & Spirit",Characters,Advice On Parenting,Health Books,Business & Management,"Graphic Novels, Anime & Manga",General Cookery,Baby Books,Popular Medicine & Health,Management: Leadership & Motivation,Family Issues,Traditional,"Mind, Body, Spirit: Meditation & Visualisation"
97,The 13-Storey Treehouse,256.0,2015-03-20,410,4.01,10973.0,Andy Griffiths,Paperback,38.27,128.0,196.0,17.0,188.0,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
98,The Elegance of the Hedgehog,320.0,2009-05-28,5458,3.78,165399.0,Muriel Barbery,Paperback,52.49,129.0,198.0,22.0,226.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
99,The Husband's Secret : The multi-million copy bestseller that launched the author of HBO's Big Little Lies,432.0,2013-09-24,2830,3.95,585465.0,Liane Moriarty,Paperback,51.89,129.0,198.0,26.0,298.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
101,"Red, White & Royal Blue : A Novel",432.0,2019-05-14,156,4.22,409437.0,Casey McQuiston,Paperback,65.62,137.0,211.0,30.0,366.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
102,The Secret,224.0,2006-12-04,1070,3.7,400564.0,Rhonda Byrne,Hardback,73.84,138.0,176.0,1.0,417.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
103,Quiet : The Power of Introverts in a World That Can't Stop Talking,352.0,2018-10-31,505,4.06,374136.0,Susan Cain,Paperback,53.97,129.0,198.0,21.0,245.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
104,The Thursday Murder Club : The Record-Breaking Sunday Times Number One Bestseller,400.0,2021-05-13,40,3.96,151175.0,Richard Osman,Paperback,50.77,129.0,198.0,24.0,267.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
105,The 5 Love Languages,256.0,2015-03-26,255,4.24,346633.0,Gary Chapman,Paperback,60.67,139.0,213.0,12.0,204.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108,Never Split the Difference : Negotiating as if Your Life Depended on It,288.0,2017-03-23,222,4.36,94349.0,Chris Voss,Paperback,53.17,129.0,198.0,17.0,202.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
110,The Beekeeper of Aleppo : The must-read million copy bestseller,400.0,2020-04-01,100,4.2,77526.0,Christy Lefteri,Paperback,44.49,129.0,198.0,22.0,292.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
111,Jujutsu Kaisen 0,200.0,2021-07-31,13,4.52,14728.0,Gege Akutami,Paperback,47.61,127.0,191.0,20.0,188.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
113,"The 4-Hour Work Week : Escape the 9-5, Live Anywhere and Join the New Rich",416.0,2013-06-12,881,3.91,239751.0,Timothy Ferriss,Paperback,72.65,135.0,216.0,30.0,407.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
115,Circe : The No. 1 Bestseller from the author of The Song of Achilles,352.0,2019-04-24,164,4.26,570614.0,Madeline Miller,Paperback,53.94,129.0,198.0,25.0,240.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
117,No Longer Human,176.0,2020-01-01,17,4.14,42693.0,Osamu Dazai,Paperback,60.98,132.0,203.0,15.0,243.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
118,"Daring Greatly : How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",304.0,2016-01-25,326,4.25,166350.0,Brene Brown,Paperback,53.37,129.0,198.0,18.0,213.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
119,The Art of War,112.0,2011-10-14,141,3.97,387384.0,Sun Tzu,Paperback,26.43,111.0,178.0,7.0,70.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
120,A Man Called Ove : The life-affirming bestseller that will brighten your day,320.0,2015-05-07,529,4.35,710691.0,Fredrik Backman,Paperback,44.04,126.0,196.0,28.0,226.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
121,Ready Player One,384.0,2012-04-05,1201,4.24,993919.0,Ernest Cline,Paperback,51.1,129.0,198.0,23.0,256.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
122,"The Daily Stoic : 366 Meditations on Wisdom, Perseverance, and the Art of Living:  Featuring new translations of Seneca, Epictetus, and Marcus Aurelius",416.0,2017-01-03,162,4.21,25041.0,Ryan Holiday,Paperback,53.03,126.0,194.0,26.0,340.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
124,The Sun and Her Flowers,256.0,2017-10-03,1550,4.13,214755.0,Rupi Kaur,Paperback,56.12,127.0,197.0,20.0,228.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
125,The Hating Game : TikTok made me buy it! The perfect enemies to lovers romcom,384.0,2017-09-07,23,4.08,334169.0,Sally Thorne,Paperback,44.67,126.0,198.0,26.0,260.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
126,Conversations with Friends : from the internationally bestselling author of Normal People,336.0,2018-03-01,116,3.83,219688.0,Sally Rooney,Paperback,49.97,129.0,198.0,20.0,279.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
128,The Help,464.0,2010-05-13,62190,4.46,2376462.0,Kathryn Stockett,Paperback,52.28,129.0,198.0,28.0,319.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
129,A Brief History Of Time : From Big Bang To Black Holes,272.0,2015-01-20,4389,4.19,359556.0,Stephen Hawking,Paperback,53.43,127.0,198.0,17.0,216.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
130,Crooked Kingdom Collector's Edition,544.0,2019-09-05,125,4.59,382530.0,Leigh Bardugo,Hardback,74.96,156.0,236.0,42.0,754.0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
131,The Hunger Games,384.0,2010-08-11,134,4.32,7094010.0,SUZANNE COLLINS,Paperback,58.82,133.0,203.0,19.0,318.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
132,The Little Book of Hygge : The Danish Way to Live Well,288.0,2016-09-15,1378,3.75,84510.0,Meik Wiking,Hardback,59.61,135.0,184.0,27.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
133,The Catcher in the Rye,224.0,2005-03-18,333,3.81,3012370.0,J. D. Salinger,Paperback,44.29,104.0,170.0,20.0,113.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
134,Fahrenheit 451,158.0,2012-05-23,1212,3.98,1935570.0,Ray Bradbury,Paperback,64.30330429497569,103.0,172.0,15.0,91.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
136,Harry Potter and the Philosopher's Stone,352.0,2014-09-01,477,4.47,8103873.0,J.K. Rowling,Paperback,47.17,129.0,198.0,26.0,287.0,False,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
137,Women Who Run with the Wolves : Myths and Stories of the Wild Woman Archetype,608.0,1997-01-01,410,4.06,62072.0,Clarissa Pinkola Estes,Paperback,47.31,105.0,173.0,24.0,295.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
